"id","studentId","taskLibraryId","correct","mistakes","totalAnswers","answerRate","date"
24639,1874,221,"12.00",5,15,"3","2026-01-30"
24640,5163,564,"114.00",6,120,"1.8","2026-01-30"
24641,6281,744,"8.00",4,10,"1","2026-01-30"
24642,5049,473,"40.00",10,50,"1.6","2026-01-30"
24643,7554,256,"135.00",2,137,"3.3","2026-01-30"
24644,7380,381,"38.00",4,41,"6","2026-01-30"
24645,4725,564,"49.00",1,50,"3.4","2026-01-30"
24646,7683,163,"7.00",3,10,"1.6","2026-01-30"
24647,5597,577,"126.00",58,164,"3.6","2026-01-30"
24648,7377,207,"18.00",2,20,"12.1","2026-01-30"
24649,6568,54,"15.00",0,15,"2.7","2026-01-30"
24650,5597,182,"18.00",2,20,"6.6","2026-01-30"
24651,5597,26,"0.00",6,1,"0.9","2026-01-30"
24652,2295,195,"52.00",4,56,"18.7","2026-01-30"
24653,6291,430,"0.00",11,3,"1.3","2026-01-30"
24654,7678,279,"20.00",0,20,"3.5","2026-01-30"
24655,2295,436,"7.00",3,10,"3.9","2026-01-30"
24656,2295,301,"9.00",1,10,"5.1","2026-01-30"
24657,6568,525,"17.00",6,20,"0.8","2026-01-30"
24658,3201,707,"49.00",5,54,"2.6","2026-01-30"
24659,2785,80,"8.00",2,10,"1.2","2026-01-30"
24660,5078,199,"29.00",3,30,"4.5","2026-01-30"
24661,3782,689,"22.00",1,23,"13.4","2026-01-30"
24662,6568,112,"15.00",0,15,"2.4","2026-01-30"
24663,3782,298,"25.00",4,29,"5.2","2026-01-30"
24664,7684,183,"19.00",1,20,"11.1","2026-01-30"
24665,7244,469,"45.00",11,50,"4.2","2026-01-30"
24666,3771,348,"10.00",0,10,"15.8","2026-01-30"
24667,7683,747,"17.00",4,20,"1.8","2026-01-30"
24668,6094,480,"365.00",13,377,"33","2026-01-30"
24669,6353,256,"38.00",0,38,"4.8","2026-01-30"
24670,2322,195,"11.00",4,13,"4.3","2026-01-30"
24671,6080,191,"13.00",1,14,"3.8","2026-01-30"
24672,2322,436,"9.00",1,10,"2.1","2026-01-30"
24673,6094,336,"74.00",6,80,"29.6","2026-01-30"
24674,6568,5,"14.00",2,15,"0.6","2026-01-30"
24675,6094,208,"5.00",0,5,"27.3","2026-01-30"
24676,3761,494,"27.00",0,27,"10.6","2026-01-30"
24677,2781,413,"19.00",1,20,"0.9","2026-01-30"
24678,6983,80,"18.00",3,20,"1.5","2026-01-30"
24679,3761,200,"10.00",0,10,"5.8","2026-01-30"
24680,3439,364,"1.75",5,3,"0.7","2026-01-30"
24681,2785,14,"10.00",0,10,"1.2","2026-01-30"
24682,2322,301,"9.00",2,10,"1.3","2026-01-30"
24683,3201,221,"26.00",6,30,"0.8","2026-01-30"
24684,6558,458,"54.00",0,54,"17.1","2026-01-30"
24685,6568,325,"9.00",1,10,"0.4","2026-01-30"
24686,6333,258,"66.00",1,67,"4.8","2026-01-30"
24687,3352,211,"190.00",10,200,"23.7","2026-01-30"
24688,2300,195,"16.00",2,18,"3","2026-01-30"
24689,3792,211,"393.00",7,400,"28.1","2026-01-30"
24690,7690,25,"15.00",0,15,"1.6","2026-01-30"
24691,5856,208,"100.00",0,100,"16.3","2026-01-30"
24692,7196,163,"5.00",0,5,"0.8","2026-01-30"
24693,3761,490,"1.00",0,1,"2.2","2026-01-30"
24694,3785,298,"5.00",0,5,"3.2","2026-01-30"
24695,4053,231,"225.00",1,226,"46.2","2026-01-30"
24696,2785,54,"10.00",0,10,"0.9","2026-01-30"
24697,7684,5,"6.00",45,15,"0.3","2026-01-30"
24698,3782,326,"15.00",0,15,"2.9","2026-01-30"
24699,2300,436,"4.00",8,10,"1.7","2026-01-30"
24700,3352,314,"180.00",21,200,"25.9","2026-01-30"
24701,6272,254,"20.00",1,21,"8","2026-01-30"
24702,3782,324,"4.00",1,5,"1.5","2026-01-30"
24703,6983,366,"60.00",0,60,"7.8","2026-01-30"
24704,6020,15,"2.75",11,5,"1.1","2026-01-30"
24705,7483,183,"101.00",4,105,"18.2","2026-01-30"
24706,2300,12,"15.00",16,23,"2.9","2026-01-30"
24707,6997,80,"20.00",0,20,"3.5","2026-01-30"
24708,7315,183,"19.00",1,20,"21.8","2026-01-30"
24709,6983,183,"20.00",0,20,"25","2026-01-30"
24710,5645,15,"3.25",15,5,"0.4","2026-01-30"
24711,7690,14,"41.00",4,45,"2.5","2026-01-30"
24712,3782,329,"22.00",9,25,"10.3","2026-01-30"
24713,2300,301,"9.00",6,10,"1.8","2026-01-30"
24714,6057,9,"10.00",0,10,"3","2026-01-30"
24715,7690,325,"4.00",1,5,"1.4","2026-01-30"
24716,6983,367,"19.00",1,20,"8","2026-01-30"
24717,7615,183,"40.00",0,40,"8.5","2026-01-30"
24718,7694,183,"19.00",1,20,"10.4","2026-01-30"
24719,3792,326,"9.00",1,10,"2","2026-01-30"
24720,3352,329,"42.00",32,54,"3.7","2026-01-30"
24721,7483,207,"20.00",0,20,"12.9","2026-01-30"
24722,7694,24,"4.00",1,5,"2","2026-01-30"
24723,3785,9,"1.00",4,3,"1.3","2026-01-30"
24724,2787,237,"134.00",2,136,"13.6","2026-01-30"
24725,5645,517,"17.00",4,20,"1.3","2026-01-30"
24726,3792,696,"11.00",0,11,"2.2","2026-01-30"
24727,3352,326,"12.00",2,14,"2.8","2026-01-30"
24728,3792,298,"10.00",2,11,"2.2","2026-01-30"
24729,7196,307,"9.00",1,10,"9.1","2026-01-30"
24730,6699,9,"10.00",0,10,"1.6","2026-01-30"
24731,3352,298,"14.00",2,15,"3","2026-01-30"
24732,6341,92,"48.00",2,50,"7.6","2026-01-30"
24733,3352,696,"0.00",0,0,"0","2026-01-30"
24734,7690,5,"15.00",0,15,"2.1","2026-01-30"
24735,6568,80,"13.00",3,15,"0.4","2026-01-30"
24736,3421,15,"5.25",3,6,"1.4","2026-01-30"
24737,3769,298,"14.00",0,14,"2.8","2026-01-30"
24738,7615,24,"24.00",1,25,"1.8","2026-01-30"
24739,4226,244,"10.00",0,10,"2.9","2026-01-30"
24740,3792,9,"3.00",0,3,"4","2026-01-30"
24741,6521,307,"70.00",0,70,"8.9","2026-01-30"
24742,5645,674,"19.00",1,20,"1.4","2026-01-30"
24743,6353,254,"24.00",1,25,"7.7","2026-01-30"
24744,7254,182,"165.00",5,170,"18.9","2026-01-30"
24745,3792,329,"22.00",19,29,"9.2","2026-01-30"
24746,6239,298,"13.00",11,17,"1.1","2026-01-30"
24747,4347,321,"16.00",5,20,"3.3","2026-01-30"
24748,6356,264,"2.00",1,3,"0.6","2026-01-30"
24749,6699,612,"264.00",4,267,"19.1","2026-01-30"
24750,3769,326,"4.00",1,4,"0.8","2026-01-30"
24751,3792,319,"8.00",2,10,"2.1","2026-01-30"
24752,7485,183,"206.00",16,215,"12.4","2026-01-30"
24753,7575,217,"29.00",1,30,"6.4","2026-01-30"
24754,6370,371,"23.00",4,25,"1.4","2026-01-30"
24755,3769,9,"2.00",3,3,"2.3","2026-01-30"
24756,6521,37,"4.50",7,6,"0.8","2026-01-30"
24757,6370,66,"0.00",8,1,"0.7","2026-01-30"
24758,6057,197,"1.00",0,1,"2.7","2026-01-30"
24759,6057,26,"1.00",0,1,"3.2","2026-01-30"
24760,3782,319,"10.00",0,10,"2","2026-01-30"
24761,850,155,"13.00",4,16,"3.2","2026-01-30"
24762,3352,9,"2.00",3,3,"0.8","2026-01-30"
24763,7130,65,"18.00",2,20,"8","2026-01-30"
24764,6521,375,"14.00",0,14,"3.5","2026-01-30"
24765,850,36,"22.00",0,22,"2.8","2026-01-30"
24766,7254,748,"54.00",24,68,"3.9","2026-01-30"
24767,6521,290,"5.00",0,5,"10","2026-01-30"
24768,3352,319,"9.00",1,10,"1.3","2026-01-30"
24769,3797,9,"3.00",0,3,"3","2026-01-30"
24770,6694,217,"30.00",0,30,"3.1","2026-01-30"
24771,6370,430,"0.00",7,2,"3.1","2026-01-30"
24772,3782,696,"0.00",0,0,"0","2026-01-30"
24773,5660,495,"17.00",5,20,"1","2026-01-30"
24774,7130,293,"58.00",11,65,"5.8","2026-01-30"
24775,3797,319,"10.00",0,10,"2","2026-01-30"
24776,6694,307,"39.00",1,40,"9.4","2026-01-30"
24777,7254,225,"25.00",0,25,"17","2026-01-30"
24778,3981,9,"1.00",3,3,"1.7","2026-01-30"
24779,3782,9,"2.00",2,3,"2.3","2026-01-30"
24780,3981,329,"23.00",4,25,"11.8","2026-01-30"
24781,3797,696,"15.00",0,15,"3","2026-01-30"
24782,6694,183,"19.00",1,20,"8.3","2026-01-30"
24783,2840,237,"65.00",2,67,"6.7","2026-01-30"
24784,7610,209,"680.00",0,680,"17","2026-01-30"
24785,2798,237,"54.00",4,58,"5.8","2026-01-30"
24786,3797,298,"30.00",0,30,"6","2026-01-30"
24787,3981,319,"10.00",0,10,"1.6","2026-01-30"
24788,837,27,"12.00",2,14,"11.7","2026-01-30"
24789,5719,28,"4.75",1,5,"2","2026-01-30"
24790,6370,318,"18.00",3,20,"1.2","2026-01-30"
24791,7683,428,"7.00",6,10,"0.8","2026-01-30"
24792,3797,326,"22.00",1,23,"4.6","2026-01-30"
24794,3981,696,"3.00",2,4,"0.8","2026-01-30"
24795,5719,183,"20.00",0,20,"12","2026-01-30"
24796,5734,197,"6.50",31,10,"1.6","2026-01-30"
24797,3797,329,"24.00",1,25,"11.2","2026-01-30"
24799,4270,233,"19.00",1,20,"13.2","2026-01-30"
24800,3981,298,"16.00",0,16,"3.2","2026-01-30"
24801,837,191,"115.00",4,119,"16.3","2026-01-30"
24802,3981,326,"9.00",1,10,"2","2026-01-30"
24803,6370,319,"5.00",7,10,"0.7","2026-01-30"
24804,5596,197,"9.25",3,10,"1.6","2026-01-30"
24805,6568,14,"15.00",0,15,"0.8","2026-01-30"
24806,5645,183,"1.00",0,1,"12","2026-01-30"
24807,4858,46,"14.00",1,15,"1.7","2026-01-30"
24808,6637,182,"15.00",0,15,"13","2026-01-30"
24809,6724,325,"10.00",0,10,"2.5","2026-01-30"
24810,3791,319,"10.00",0,10,"1.7","2026-01-30"
24811,4978,298,"49.00",3,50,"4.1","2026-01-30"
24812,6568,71,"15.00",0,15,"0.6","2026-01-30"
24813,4946,598,"18.00",2,20,"0.8","2026-01-30"
24814,3791,696,"22.00",2,24,"4.8","2026-01-30"
24815,4026,324,"9.00",1,10,"1.3","2026-01-30"
24816,7430,183,"20.00",0,20,"14.1","2026-01-30"
24817,3791,298,"6.00",1,7,"1.4","2026-01-30"
24818,7563,198,"38.00",2,40,"16.6","2026-01-30"
24819,4946,256,"37.00",1,38,"4.5","2026-01-30"
24820,6568,430,"0.00",4,1,"0.4","2026-01-30"
24821,7610,182,"111.00",5,116,"35.5","2026-01-30"
24822,4026,244,"9.00",1,10,"1.7","2026-01-30"
24823,6170,14,"10.00",0,10,"8.1","2026-01-30"
24824,3791,326,"6.00",2,7,"1.4","2026-01-30"
24825,7323,191,"140.00",0,140,"15.2","2026-01-30"
24826,2209,183,"37.00",4,40,"13.1","2026-01-30"
24827,7323,183,"315.00",5,320,"25","2026-01-30"
24828,6170,54,"10.00",0,10,"4","2026-01-30"
24829,6983,432,"86.00",3,88,"1.7","2026-01-30"
24830,7620,307,"40.00",0,40,"24.2","2026-01-30"
24831,6170,366,"39.00",1,40,"12.4","2026-01-30"
24832,6983,248,"39.00",1,40,"7.8","2026-01-30"
24833,3791,329,"19.00",11,25,"5.5","2026-01-30"
24834,6854,209,"60.00",0,60,"22.4","2026-01-30"
24835,3791,9,"1.00",4,3,"1.7","2026-01-30"
24836,6117,204,"96.00",4,100,"7.5","2026-01-30"
24837,6170,19,"7.00",4,10,"2.4","2026-01-30"
24838,7620,255,"20.00",0,20,"6.7","2026-01-30"
24839,6690,425,"13.00",2,14,"1.6","2026-01-30"
24840,4026,73,"8.00",10,10,"1","2026-01-30"
24841,7323,69,"26.00",6,30,"4.5","2026-01-30"
24842,6170,80,"10.00",0,10,"6.5","2026-01-30"
24843,3353,200,"30.00",2,32,"6.4","2026-01-30"
24844,7117,198,"200.00",0,200,"10","2026-01-30"
24845,6854,309,"40.00",0,40,"14.4","2026-01-30"
24846,6117,271,"60.00",0,60,"22.8","2026-01-30"
24847,4283,14,"15.00",0,15,"4.9","2026-01-30"
24848,7323,212,"480.00",11,490,"14.8","2026-01-30"
24849,6568,318,"19.00",2,20,"0.9","2026-01-30"
24850,6854,375,"20.00",0,20,"9.8","2026-01-30"
24851,2809,237,"120.00",1,121,"12.1","2026-01-30"
24852,6854,314,"280.00",0,280,"13.9","2026-01-30"
24853,7236,182,"340.00",10,350,"22.3","2026-01-30"
24854,6690,328,"27.00",3,30,"3.3","2026-01-30"
24855,6854,306,"60.00",0,60,"10.8","2026-01-30"
24856,7699,256,"172.00",3,175,"1.1","2026-01-30"
24857,7398,182,"40.00",0,40,"7.8","2026-01-30"
24858,7563,182,"97.00",3,100,"13.2","2026-01-30"
24859,4763,192,"19.00",1,20,"1.3","2026-01-30"
24860,7702,183,"56.00",4,60,"13.4","2026-01-30"
24861,3053,237,"63.00",1,64,"6.4","2026-01-30"
24862,7398,28,"1.00",13,3,"1.1","2026-01-30"
24863,7323,200,"20.00",0,20,"4.3","2026-01-30"
24864,7700,103,"28.00",2,30,"1.2","2026-01-30"
24865,6568,319,"10.00",0,10,"0.8","2026-01-30"
24866,7703,183,"20.00",0,20,"25.5","2026-01-30"
24867,4587,182,"19.00",1,20,"9.8","2026-01-30"
24868,6690,80,"10.00",0,10,"2.3","2026-01-30"
24869,7516,183,"37.00",3,40,"20.9","2026-01-30"
24870,7323,422,"20.00",0,20,"5","2026-01-30"
24871,7703,77,"14.00",1,15,"2.5","2026-01-30"
24872,7516,14,"29.00",1,30,"3.9","2026-01-30"
24873,6854,213,"20.00",0,20,"10.3","2026-01-30"
24874,7323,248,"68.00",10,77,"5.7","2026-01-30"
24875,6690,750,"102.00",10,108,"9.4","2026-01-30"
24876,7323,349,"60.00",6,65,"7","2026-01-30"
24877,7454,183,"31.00",0,31,"10.4","2026-01-30"
24878,7706,183,"20.00",0,20,"11.5","2026-01-30"
24879,7706,182,"20.00",0,20,"9.9","2026-01-30"
24880,6291,92,"12.00",5,15,"2.5","2026-01-30"
24881,7323,283,"16.00",7,20,"4.6","2026-01-30"
24882,4368,66,"0.00",49,5,"4.3","2026-01-30"
24883,7454,278,"20.00",0,20,"4.6","2026-01-30"
24884,2795,237,"167.00",4,171,"17.1","2026-01-30"
24885,7554,92,"5.00",0,5,"1.6","2026-01-30"
24886,7454,314,"39.00",1,40,"18.5","2026-01-30"
24887,3852,510,"21.00",2,23,"1.8","2026-01-30"
24888,4737,28,"4.75",1,5,"1.4","2026-01-30"
24889,6068,9,"3.75",7,5,"1.3","2026-01-30"
24890,4737,9,"3.25",7,5,"0.7","2026-01-30"
24891,4737,183,"20.00",0,20,"25.5","2026-01-30"
24892,6515,28,"25.25",19,30,"2.9","2026-01-30"
24893,7709,183,"119.00",1,120,"18.1","2026-01-30"
24894,3596,182,"39.00",1,40,"5.2","2026-01-30"
24895,2209,28,"9.25",48,20,"2.4","2026-01-30"
24896,7516,157,"9.00",1,10,"3.4","2026-01-30"
24897,5699,183,"404.00",1,405,"13.3","2026-01-30"
24898,5708,183,"1.00",0,1,"10","2026-01-30"
24899,4737,37,"3.25",8,5,"1.3","2026-01-30"
24900,6469,245,"28.00",17,37,"2.4","2026-01-30"
24901,5357,198,"484.00",2,486,"13.4","2026-01-30"
24902,4737,207,"20.00",0,20,"21.8","2026-01-30"
24903,6291,163,"4.00",1,5,"2.1","2026-01-30"
24904,7165,609,"67.00",7,72,"6","2026-01-30"
24905,7245,183,"39.00",1,40,"27.6","2026-01-30"
24906,6996,183,"40.00",0,40,"19.9","2026-01-30"
24907,5728,197,"9.00",4,10,"0.6","2026-01-30"
24908,6179,254,"197.00",3,200,"10.1","2026-01-30"
24909,4778,198,"20.00",0,20,"8.2","2026-01-30"
24910,6996,254,"20.00",0,20,"12.1","2026-01-30"
24911,7245,190,"19.00",1,20,"15.6","2026-01-30"
24912,7245,14,"56.00",12,60,"4.6","2026-01-30"
24913,6996,436,"40.00",0,40,"9.4","2026-01-30"
24914,1652,598,"16.00",4,20,"0.4","2026-01-30"
24915,6639,191,"311.00",4,315,"12","2026-01-30"
24916,7702,233,"17.00",3,20,"7.4","2026-01-30"
24917,5663,505,"19.00",1,20,"13.6","2026-01-30"
24918,7702,195,"20.00",0,20,"7.7","2026-01-30"
24919,5188,9,"14.50",2,15,"2.5","2026-01-30"
24920,7447,183,"99.00",1,100,"10.5","2026-01-30"
24921,2815,190,"18.00",4,20,"2.9","2026-01-30"
24922,7702,185,"9.00",1,10,"3.6","2026-01-30"
24923,5731,28,"4.50",2,5,"2","2026-01-30"
24924,5188,15,"4.50",2,5,"2.2","2026-01-30"
24925,3801,217,"30.00",0,30,"11.3","2026-01-30"
24926,5731,183,"40.00",0,40,"18.9","2026-01-30"
24927,7702,248,"18.00",3,20,"3.4","2026-01-30"
24928,3801,462,"20.00",0,20,"4.6","2026-01-30"
24929,7715,183,"39.00",1,40,"9.1","2026-01-30"
24930,4469,185,"14.00",15,20,"4.2","2026-01-30"
24931,3801,250,"19.00",2,20,"7.1","2026-01-30"
24932,7563,258,"21.00",0,21,"8.9","2026-01-30"
24933,5357,233,"135.00",0,135,"12.4","2026-01-30"
24934,2815,22,"29.00",2,30,"2.5","2026-01-30"
24935,7715,190,"19.00",2,20,"5.6","2026-01-30"
24936,4469,263,"15.00",0,15,"3.7","2026-01-30"
24937,7563,183,"18.00",2,20,"17.9","2026-01-30"
24938,7701,612,"479.00",6,485,"15.2","2026-01-30"
24939,3801,295,"73.00",1,74,"15","2026-01-30"
24940,7563,280,"17.00",3,20,"12.2","2026-01-30"
24941,4076,221,"15.00",25,25,"0.9","2026-01-30"
24942,5917,28,"4.75",1,5,"1.6","2026-01-30"
24943,857,37,"14.50",2,15,"3","2026-01-30"
24944,6639,227,"61.00",0,61,"12.2","2026-01-30"
24945,4469,183,"29.00",2,30,"11.6","2026-01-30"
24946,1671,80,"18.00",2,20,"3","2026-01-30"
24947,7447,28,"3.00",8,5,"1","2026-01-30"
24948,3801,17,"30.00",0,30,"9.8","2026-01-30"
24949,5731,384,"15.00",0,15,"10.7","2026-01-30"
24950,3410,495,"5.00",2,6,"0.6","2026-01-30"
24951,4469,416,"20.00",0,20,"7.1","2026-01-30"
24952,7245,157,"20.00",0,20,"7.7","2026-01-30"
24953,4032,324,"7.00",3,10,"0.7","2026-01-30"
24954,7245,367,"20.00",0,20,"11.2","2026-01-30"
24955,6639,209,"65.00",2,67,"20.7","2026-01-30"
24956,4469,652,"20.00",0,20,"6.7","2026-01-30"
24957,7245,106,"10.00",0,10,"6.2","2026-01-30"
24958,5693,191,"19.00",1,20,"6.3","2026-01-30"
24959,4032,244,"8.00",3,10,"1","2026-01-30"
24960,7165,207,"19.00",1,20,"5.9","2026-01-30"
24961,5693,236,"20.00",0,20,"7.4","2026-01-30"
24962,7447,194,"17.00",3,20,"5","2026-01-30"
24963,7716,183,"474.00",3,476,"24.6","2026-01-30"
24964,2726,190,"48.00",0,48,"6.9","2026-01-30"
24965,7245,19,"20.00",0,20,"5.1","2026-01-30"
24966,4148,256,"38.00",3,41,"6.4","2026-01-30"
24967,4032,73,"1.25",30,5,"0.6","2026-01-30"
24968,5693,208,"18.00",2,20,"4.6","2026-01-30"
24969,5645,495,"18.00",2,20,"0.9","2026-01-30"
24970,7447,191,"60.00",0,60,"5.8","2026-01-30"
24971,2738,190,"82.00",0,82,"5.8","2026-01-30"
24972,4234,244,"10.00",0,10,"1.8","2026-01-30"
24973,5116,9,"2.50",2,3,"2.2","2026-01-30"
24974,2825,190,"59.00",1,60,"8.6","2026-01-30"
24975,5663,366,"18.00",5,20,"5.6","2026-01-30"
24976,7335,292,"19.00",1,20,"0.8","2026-01-30"
24977,5357,9,"3.75",5,5,"0.6","2026-01-30"
24978,7337,103,"13.00",3,15,"1.5","2026-01-30"
24979,5357,374,"98.00",2,100,"11.1","2026-01-30"
24980,6289,577,"61.00",15,70,"1.1","2026-01-30"
24981,7245,396,"0.00",12,2,"0.6","2026-01-30"
24982,7619,198,"19.00",1,20,"15.8","2026-01-30"
24983,7245,366,"989.00",62,1040,"19.6","2026-01-30"
24984,7470,466,"30.00",0,30,"12.7","2026-01-30"
24985,7716,375,"20.00",0,20,"11.4","2026-01-30"
24986,5357,66,"1.50",2,2,"0.5","2026-01-30"
24987,4261,276,"39.00",1,40,"11.6","2026-01-30"
24988,7468,183,"1.00",0,1,"0.5","2026-01-30"
24989,7245,469,"20.00",0,20,"25.5","2026-01-30"
24990,7470,182,"30.00",0,30,"2.8","2026-01-30"
24991,7335,248,"8.00",0,8,"7.3","2026-01-30"
24992,4261,271,"20.00",0,20,"20.7","2026-01-30"
24993,7470,218,"17.00",7,21,"3.7","2026-01-30"
24994,7323,399,"183.00",18,200,"5.1","2026-01-30"
24995,7576,188,"247.00",15,260,"8.8","2026-01-30"
24996,7470,217,"53.00",10,60,"10.6","2026-01-30"
24997,3711,183,"80.00",0,80,"14.1","2026-01-30"
24998,6771,526,"9.00",1,10,"5.9","2026-01-30"
24999,3711,194,"20.00",0,20,"6.7","2026-01-30"
25000,7245,65,"110.00",14,120,"15.6","2026-01-30"
25001,7716,191,"38.00",2,40,"11.1","2026-01-30"
25002,7702,192,"10.00",0,10,"13.7","2026-01-30"
25003,6771,36,"23.75",25,30,"1.4","2026-01-30"
25004,4155,244,"8.00",3,10,"1.9","2026-01-30"
25005,7245,554,"7.00",7,10,"1.6","2026-01-30"
25006,7576,191,"18.00",2,20,"4.3","2026-01-30"
25007,5693,188,"20.00",0,20,"10.1","2026-01-30"
25008,5663,751,"19.00",1,20,"2.9","2026-01-30"
25009,5693,218,"20.00",0,20,"5.1","2026-01-30"
25010,5693,281,"20.00",0,20,"5.1","2026-01-30"
25011,4939,183,"20.00",0,20,"17.1","2026-01-30"
25012,5169,182,"243.00",6,249,"16.5","2026-01-30"
25013,4939,190,"20.00",0,20,"26.1","2026-01-30"
25014,4484,210,"18.00",2,20,"3.1","2026-01-30"
25015,4939,681,"20.00",0,20,"23.5","2026-01-30"
25016,4939,497,"19.00",1,20,"10.4","2026-01-30"
25017,4484,212,"28.00",2,30,"8.7","2026-01-30"
25018,4939,464,"19.00",1,20,"11.9","2026-01-30"
25019,7468,258,"22.00",1,23,"9","2026-01-30"
25020,6060,54,"14.00",1,15,"6","2026-01-30"
25021,4484,28,"2.75",18,5,"0.8","2026-01-30"
25022,3546,266,"55.00",6,60,"5.7","2026-01-30"
25023,5740,189,"39.00",1,40,"10.6","2026-01-30"
25024,7610,314,"317.00",6,323,"14.5","2026-01-30"
25025,5740,193,"30.00",0,30,"12.2","2026-01-30"
25026,7638,307,"20.00",0,20,"3.8","2026-01-30"
25027,3546,382,"20.00",0,20,"9","2026-01-30"
25028,5740,519,"63.00",2,65,"8.1","2026-01-30"
25029,7554,382,"20.00",0,20,"6.1","2026-01-30"
25030,4484,307,"17.00",3,20,"8.2","2026-01-30"
25031,5169,236,"20.00",0,20,"42.2","2026-01-30"
25032,3546,332,"14.00",7,20,"4.9","2026-01-30"
25033,4484,183,"29.00",2,31,"18.6","2026-01-30"
25034,6639,330,"1.00",0,1,"10","2026-01-30"
25035,5740,197,"9.75",1,10,"0.8","2026-01-30"
25036,4484,209,"0.00",1,1,"6.7","2026-01-30"
25037,5108,256,"48.00",2,50,"3.6","2026-01-30"
25038,7638,11,"30.00",0,30,"2.3","2026-01-30"
25039,7717,183,"18.00",2,20,"13","2026-01-30"
25040,7245,105,"10.00",0,10,"1.6","2026-01-30"
25041,5740,206,"10.00",0,10,"18.7","2026-01-30"
25042,7719,229,"19.00",1,20,"17.4","2026-01-30"
25043,7717,182,"19.00",1,20,"2.6","2026-01-30"
25044,5650,256,"165.00",5,170,"6.6","2026-01-30"
25045,837,384,"14.00",2,15,"16.4","2026-01-30"
25046,7323,564,"19.00",1,20,"5.6","2026-01-30"
25047,6816,256,"183.00",9,190,"3","2026-01-30"
25048,7470,69,"30.00",0,30,"7","2026-01-30"
25049,7273,367,"151.00",11,160,"19","2026-01-31"
25050,7268,366,"20.00",0,20,"8.8","2026-01-31"
25051,7268,367,"119.00",1,120,"9.5","2026-01-31"
25052,7273,65,"497.00",24,520,"18","2026-01-31"
25053,6016,248,"20.00",0,20,"5.5","2026-01-31"
25054,6016,369,"19.00",1,20,"2.2","2026-01-31"
25055,3788,9,"3.00",0,3,"1.7","2026-01-31"
25056,6016,297,"19.00",1,20,"3.9","2026-01-31"
25057,7691,225,"17.00",7,20,"3.6","2026-01-31"
25058,3788,329,"23.00",2,25,"10.2","2026-01-31"
25059,5731,209,"20.00",0,20,"21","2026-01-31"
25060,5731,28,"13.25",7,15,"1.9","2026-01-31"
25061,5731,183,"40.00",0,40,"17.6","2026-01-31"
25062,6997,14,"70.00",0,70,"4.2","2026-01-31"
25063,7706,101,"18.00",2,20,"6.3","2026-01-31"
25064,6997,65,"77.00",3,80,"6.3","2026-01-31"
25065,6997,366,"58.00",3,60,"8.6","2026-01-31"
25066,6016,292,"19.00",2,20,"0.8","2026-01-31"
25067,6639,191,"198.00",2,200,"11.6","2026-01-31"
25068,6997,80,"28.00",2,30,"3.3","2026-01-31"
25069,6639,206,"30.00",3,33,"11.1","2026-01-31"
25070,6815,256,"311.00",14,325,"3.8","2026-01-31"
25071,6639,183,"40.00",0,40,"18.4","2026-01-31"
25072,5116,9,"6.00",8,8,"1.6","2026-01-31"
25073,7485,183,"55.00",0,55,"12.5","2026-01-31"
25074,5917,258,"55.00",0,55,"5.4","2026-01-31"
25075,1671,80,"10.00",0,10,"4.4","2026-01-31"
25076,1671,65,"19.00",1,20,"8.9","2026-01-31"
25077,6967,182,"19.00",2,20,"2.8","2026-01-31"
25078,7468,256,"143.00",5,146,"3","2026-01-31"
25079,1671,14,"8.00",2,10,"4.3","2026-01-31"
25080,6997,367,"99.00",1,100,"8.5","2026-01-31"
25081,5917,9,"3.50",6,5,"0.5","2026-01-31"
25082,7129,65,"58.00",2,60,"7.5","2026-01-31"
25083,5733,189,"40.00",0,40,"3.7","2026-01-31"
25084,6967,627,"8.00",2,10,"1.4","2026-01-31"
25085,6997,54,"20.00",0,20,"3","2026-01-31"
25086,7335,248,"78.00",2,80,"5.5","2026-01-31"
25087,6967,239,"1.00",3,2,"0.3","2026-01-31"
25088,4595,203,"39.00",1,40,"35.8","2026-01-31"
25089,5733,193,"30.00",0,30,"2.2","2026-01-31"
25090,5357,233,"70.00",0,70,"13.7","2026-01-31"
25091,3587,458,"199.00",1,200,"33","2026-01-31"
25092,857,202,"123.00",5,127,"25.4","2026-01-31"
25093,857,37,"13.75",1,14,"2.8","2026-01-31"
25094,857,153,"71.00",2,73,"14.6","2026-01-31"
25095,6707,271,"116.00",3,119,"23.8","2026-01-31"
25096,7688,183,"27.00",0,27,"13.4","2026-01-31"
25097,4155,256,"20.00",0,20,"3.1","2026-01-31"
25098,5357,14,"13.00",3,15,"2.9","2026-01-31"
25099,6707,476,"72.00",3,75,"7.5","2026-01-31"
25100,5188,9,"51.25",3,52,"2.2","2026-01-31"
25101,5733,197,"8.25",7,10,"0.3","2026-01-31"
25102,6854,314,"180.00",0,180,"19.8","2026-01-31"
25103,6854,375,"40.00",0,40,"13.1","2026-01-31"
25104,5733,519,"64.00",1,65,"5.2","2026-01-31"
25105,6854,209,"20.00",0,20,"21.8","2026-01-31"
25106,6515,17,"29.00",1,30,"8.7","2026-01-31"
25107,4931,183,"150.00",0,150,"26","2026-01-31"
25108,6854,236,"60.00",0,60,"20.4","2026-01-31"
25109,5658,495,"17.00",8,20,"0.6","2026-01-31"
