"id","taskInfo"
534,"[""math"",""C5"",""C28"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
535,"[""math"",""C5"",""C21"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
536,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[3,6],false,""C79""]"
537,"[""math"",""C4"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,6],false,""C79""]"
538,"[""lang"",""C83"",""C50"",""C75"",{""C86"":[],""C66"":[""2kl""]},""C73"",3]"
539,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,8],false,""C79""]"
540,"[""math"",""C6"",""C21"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
541,"[""math"",""C5"",""C20"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
544,"[""lang"",""C83"",""C50"",""C75"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""2kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",3]"
545,"[""math"",""C1"",""C15"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
546,"[""math"",""C2"",""C15"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
547,"[""math"",""C5"",""C22"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
548,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C64"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C74"",1]"
549,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C72"":[]},""C73"",1]"
550,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,8],false,""C79""]"
551,"[""math"",""C5"",""C19"",""C37"",""C41"",""C45"",""C47"",[1,1],true,""C79""]"
552,"[""math"",""C2"",""C15"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
553,"[""math"",""C2"",""C15"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
554,"[""math"",""C5"",""C20"",""C37"",""C41"",""C45"",""C48"",[""1"",""1""],false,""C79""]"
555,"[""lang"",""C83"",""C50"",""C75"",{""C86"":[],""C66"":[""2kl""],""C67"":[]},""C73"",3]"
556,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,6],false,""C79""]"
557,"[""math"",""C1"",""C13"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
558,"[""math"",""C5"",""C22"",""C37"",""C41"",""C45"",""C48"",[""1"",""1""],true,""C79""]"
559,"[""math"",""C3"",""C15"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
560,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,1],true,""C79""]"
561,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[5,10],false,""C79""]"
562,"[""math"",""C2"",""C8"",""C37"",""C41"",""C43"",""C48"",[""1"",""1""],false,""C79""]"
563,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
564,"[""math"",""C3"",""C11"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
565,"[""math"",""C3"",""C11"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
566,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[9,10],false,""C79""]"
567,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,5],false,""C79""]"
568,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,10],true,""C79""]"
569,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,9],false,""C79""]"
570,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,8],false,""C79""]"
571,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C71"":[]},""C74"",1]"
572,"[""math"",""C5"",""C24"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
573,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,7],false,""C79""]"
574,"[""math"",""C1"",""C14"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
575,"[""math"",""C4"",""C27"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
576,"[""math"",""C4"",""C25"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
577,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[""2kl""],""C67"":[],""C85"":[],""C86"":[],""C87"":[]},""C73"",1]"
578,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,10],false,""C79""]"
579,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[10,10],true,""C79""]"
580,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,5],true,""C79""]"
581,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C70"":[]},""C74"",1]"
582,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C67"":[]},""C73"",3]"
583,"[""math"",""C2"",""C10"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
584,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,9],false,""C79""]"
585,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C67"":[]},""C73"",1]"
586,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,2],false,""C79""]"
587,"[""lang"",""C49"",""C52"",""C81"",""C84""]"
588,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,9],false,""C79""]"
589,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C74"",1]"
590,"[""math"",""C7"",""C32"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
591,"[""math"",""C5"",""C29"",""C37"",""C41"",""C45"",""C47"",[1,1],true,""C79""]"
592,"[""math"",""C1"",""C14"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
593,"[""math"",""C1"",""C9"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
594,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,10],false,""C79""]"
595,"[""lang"",""C83"",""C50"",""C75"",{""C86"":[]},""C73"",1]"
596,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C66"":[""4kl""],""C64"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
597,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[""2kl""],""C67"":[]},""C74"",3]"
598,"[""math"",""C6"",""C26"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
599,"[""math"",""C2"",""C11"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
600,"[""math"",""C2"",""C13"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
601,"[""lang"",""C49"",""C51"",""C81"",""C84""]"
602,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[9,9],false,""C79""]"
603,"[""lang"",""C83"",""C50"",""C76"",{""C72"":[]},""C73"",1]"
604,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[7,10],false,""C79""]"
605,"[""math"",""C5"",""C22"",""C37"",""C41"",""C45"",""C47"",[1,1],true,""C79""]"
606,"[""lang"",""C83"",""C50"",""C76"",{""C67"":[]},""C73"",1]"
607,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[5,10],false,""C79""]"
608,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,9],false,""C79""]"
609,"[""math"",""C7"",""C32"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
610,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,10],false,""C79""]"
611,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,7],false,""C79""]"
612,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[5,5],false,""C79""]"
613,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""4kl""],""C64"":[]},""C73"",1]"
614,"[""math"",""C2"",""C10"",""C37"",""C42"",""C44"",""C47"",[1,1],false,""C79""]"
615,"[""lang"",""C83"",""C50"",""C75"",{""C86"":[],""C87"":[],""C66"":[""2kl""]},""C73"",3]"
616,"[""math"",""C4"",""C21"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
617,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C64"":[],""C66"":[""4kl""],""C71"":[]},""C74"",1]"
618,"[""math"",""C3"",""C12"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
619,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[]},""C73"",1]"
620,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[]},""C74"",1]"
621,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C74"",1]"
622,"[""math"",""C5"",""C22"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
623,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[""2kl""]},""C73"",3]"
624,"[""math"",""C6"",""C20"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
625,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[7,10],true,""C79""]"
626,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
627,"[""math"",""C3"",""C12"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
628,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C66"":[""4kl""],""C64"":[]},""C73"",1]"
629,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[8,10],false,""C79""]"
630,"[""math"",""C1"",""C8"",""C38"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
631,"[""math"",""C6"",""C24"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
632,"[""math"",""C6"",""C27"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
633,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""4kl""],""C64"":[],""C69"":[],""C70"":[]},""C73"",1]"
634,"[""math"",""C5"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,5],false,""C79""]"
635,"[""math"",""C1"",""C11"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
636,"[""math"",""C5"",""C18"",""C37"",""C42"",""C46"",""C47"",[1,1],false,""C79""]"
637,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C66"":[""4kl""],""C72"":[]},""C73"",1]"
638,"[""math"",""C5"",""C18"",""C37"",""C42"",""C46"",""C47"",[1,10],false,""C79""]"
639,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,6],false,""C79""]"
640,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C64"":[]},""C73"",1]"
641,"[""math"",""C2"",""C15"",""C38"",""C42"",""C44"",""C47"",[1,1],false,""C79""]"
642,"[""math"",""C4"",""C19"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
643,"[""math"",""C5"",""C19"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
644,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""]},""C74"",1]"
645,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C71"":[]},""C73"",1]"
646,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C71"":[]},""C73"",1]"
647,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,9],false,""C79""]"
648,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,9],false,""C79""]"
649,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[]},""C74"",1]"
650,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C74"",1]"
651,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,10],false,""C79""]"
652,"[""math"",""C6"",""C29"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
653,"[""math"",""C2"",""C12"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
654,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[]},""C73"",1]"
655,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[]},""C74"",1]"
656,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C66"":[""4kl""]},""C73"",1]"
657,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[""2kl""]},""C73"",3]"
658,"[""math"",""C2"",""C8"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
659,"[""math"",""C6"",""C19"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
660,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[]},""C74"",1]"
661,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[4,4],false,""C79""]"
662,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,10],false,""C79""]"
663,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[9,9],true,""C79""]"
664,"[""math"",""C4"",""C24"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
665,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[3,7],false,""C79""]"
666,"[""math"",""C1"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,9],false,""C79""]"
667,"[""lang"",""C83"",""C50"",""C75"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""2kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
668,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C66"":[""4kl""],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
669,"[""math"",""C3"",""C13"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
670,"[""lang"",""C83"",""C50"",""C75"",{""C86"":[],""C87"":[],""C66"":[""2kl""],""C67"":[]},""C73"",1]"
671,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C70"":[]},""C73"",1]"
672,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C64"":[]},""C73"",1]"
673,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
674,"[""math"",""C2"",""C14"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
675,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C74"",1]"
676,"[""math"",""C6"",""C24"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
677,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
678,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C67"":[]},""C73"",3]"
679,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,10],false,""C79""]"
680,"[""math"",""C5"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,10],false,""C79""]"
681,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,10],false,""C79""]"
682,"[""math"",""C6"",""C22"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
683,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C87"":[],""C66"":[""2kl""],""C67"":[]},""C73"",3]"
684,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,8],false,""C79""]"
685,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C69"":[]},""C73"",1]"
686,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C69"":[],""C70"":[]},""C73"",1]"
687,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
688,"[""math"",""C3"",""C15"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
689,"[""lang"",""C83"",""C50"",""C76"",{""C71"":[]},""C73"",1]"
690,"[""math"",""C5"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,2],false,""C79""]"
691,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
692,"[""math"",""C5"",""C25"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
693,"[""math"",""C4"",""C20"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
694,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C74"",1]"
695,"[""math"",""C2"",""C12"",""C37"",""C41"",""C44"",""C47"",[1,1],false,""C79""]"
696,"[""math"",""C5"",""C25"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
697,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[]},""C74"",1]"
698,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,5],true,""C79""]"
699,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[2,3],true,""C79""]"
700,"[""math"",""C4"",""C23"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
701,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[8,9],false,""C79""]"
702,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,8],false,""C79""]"
703,"[""math"",""C5"",""C26"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
704,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C69"":[],""C70"":[],""C71"":[]},""C73"",1]"
705,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C66"":[""4kl""],""C69"":[],""C70"":[]},""C73"",1]"
706,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C69"":[],""C70"":[]},""C73"",1]"
707,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
708,"[""math"",""C5"",""C25"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
709,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,3],true,""C79""]"
710,"[""math"",""C6"",""C19"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
743,"[""math"",""C5"",""C19"",""C37"",""C41"",""C46"",""C47"",[1,1],false,""C79""]"
744,"[""math"",""C6"",""C25"",""C37"",""C41"",""C45"",""C48"",[1,1],false,""C79""]"
745,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C66"":[""4kl""],""C72"":[]},""C74"",1]"
746,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[""2kl""]},""C73"",1]"
747,"[""math"",""C1"",""C15"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
748,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C66"":[""4kl""],""C64"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
749,"[""math"",""C4"",""C24"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
750,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[]},""C73"",1]"
751,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[6,6],true,""C79""]"
752,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""4kl""],""C64"":[],""C72"":[],""C69"":[]},""C73"",1]"
753,"[""math"",""C6"",""C19"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
754,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C65"":[],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
755,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[],""C85"":[],""C86"":[],""C87"":[]},""C73"",1]"
756,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""],""C64"":[]},""C73"",1]"
757,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[],""C85"":[],""C86"":[]},""C73"",1]"
758,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""],""C64"":[],""C69"":[],""C70"":[]},""C73"",1]"
759,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C66"":[""2kl""]},""C73"",3]"
760,"[""math"",""C5"",""C19"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
761,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[]},""C73"",1]"
762,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""4kl""]},""C74"",1]"
763,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[],""C85"":[],""C87"":[]},""C73"",1]"
764,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C74"",1]"
765,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C64"":[],""C66"":[""4kl""]},""C74"",1]"
766,"[""math"",""C2"",""C14"",""C38"",""C42"",""C44"",""C47"",[1,1],false,""C79""]"
767,"[""math"",""C4"",""C26"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
768,"[""math"",""C5"",""C26"",""C37"",""C42"",""C46"",""C47"",[1,1],false,""C79""]"
769,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C66"":[""4kl""]},""C74"",1]"
770,"[""math"",""C5"",""C24"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
771,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[9,10],true,""C79""]"
772,"[""math"",""C2"",""C12"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
773,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[""2kl""],""C85"":[],""C86"":[],""C87"":[]},""C73"",3]"
774,"[""math"",""C4"",""C25"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
775,"[""math"",""C5"",""C30"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
776,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C64"":[],""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
777,"[""math"",""C5"",""C28"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
778,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[5,8],false,""C79""]"
779,"[""math"",""C5"",""C27"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
780,"[""math"",""C2"",""C16"",""C38"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
781,"[""math"",""C5"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,9],false,""C79""]"
782,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
783,"[""math"",""C2"",""C14"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
784,"[""math"",""C4"",""C21"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
785,"[""math"",""C5"",""C21"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
786,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[""2kl""],""C67"":[],""C85"":[],""C87"":[]},""C73"",3]"
787,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C67"":[]},""C73"",1]"
788,"[""math"",""C2"",""C10"",""C37"",""C41"",""C43"",""C48"",[1,1],false,""C79""]"
789,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C66"":[""4kl""],""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C74"",1]"
791,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[5,6],false,""C79""]"
792,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[3,10],false,""C79""]"
793,"[""lang"",""C83"",""C50"",""C76"",{""C67"":[]},""C74"",1]"
794,"[""math"",""C1"",""C12"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
795,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,9],false,""C79""]"
796,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C64"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
797,"[""math"",""C2"",""C11"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
798,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[1,3],true,""C79""]"
799,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,3],false,""C79""]"
800,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[2,2],false,""C79""]"
801,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[],""C72"":[]},""C73"",1]"
802,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[""4kl""],""C71"":[]},""C74"",1]"
803,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
804,"[""math"",""C6"",""C21"",""C37"",""C41"",""C45"",""C47"",[1,1],true,""C79""]"
805,"[""lang"",""C83"",""C50"",""C76"",{""C71"":[],""C72"":[],""C69"":[],""C70"":[]},""C73"",1]"
806,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C66"":[""2kl""],""C67"":[]},""C73"",3]"
807,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[3,3],false,""C79""]"
808,"[""math"",""C1"",""C8"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
809,"[""lang"",""C83"",""C50"",""C76"",{""C85"":[],""C86"":[],""C87"":[]},""C74"",1]"
810,"[""math"",""C5"",""C18"",""C37"",""C41"",""C46"",""C47"",[1,1],false,""C79""]"
811,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[""4kl""],""C64"":[],""C71"":[],""C69"":[],""C70"":[]},""C73"",1]"
